      -1.1673553,     -0.9927449,     -0.8108722,     -0.6293931,     -0.4492166,     -0.3047295,     -0.3497496,     -0.5872397,     -0.8524854,     -1.0926735,
      -0.9377098,     -0.6901363,     -0.4085486,     -0.1081138,      0.2732878,      1.0276123,      1.0141884,      0.0814435,     -0.4608536,     -0.8517718,
      -0.6401614,     -0.2510176,      0.2050471,      0.7178528,      1.6144152,      4.2175331,     31.1258888,      1.4223084,      0.0729499,     -0.5928833,
      -0.1963922,      0.4486222,      1.7400517,      2.5664439,      7.3230553,    100.0000000,    100.0000000,     15.7726192,      0.6686757,     -0.3682213,
       0.6368121,      2.1110001,      5.8690658,    100.0000000,    100.0000000,    100.0000000,    100.0000000,    100.0000000,      0.9141188,     -0.2475481,
       0.6368122,      2.1109993,      5.8690619,    100.0000000,    100.0000000,    100.0000000,    100.0000000,    100.0000000,      0.9141188,     -0.2475483,
      -0.1963925,      0.4486220,      1.7400503,      2.5664432,      7.3230419,    100.0000000,    100.0000000,     15.7726641,      0.6686754,     -0.3682213,
      -0.6401614,     -0.2510180,      0.2050474,      0.7178526,      1.6144149,      4.2175322,     31.1259346,      1.4223082,      0.0729496,     -0.5928833,
      -0.9377098,     -0.6901364,     -0.4085486,     -0.1081142,      0.2732878,      1.0276116,      1.0141876,      0.0814434,     -0.4608538,     -0.8517718,
      -1.1673555,     -0.9927450,     -0.8108724,     -0.6293933,     -0.4492166,     -0.3047297,     -0.3497500,     -0.5872400,     -0.8524854,     -1.0926735,
